id,legacyId,firstName,lastName,department,school,avgRating,avgDifficulty,numRatings,wouldTakeAgainPercent
VGVhY2hlci0zMDA0NDIy,3004422,Liz,Busby,Writing,Brigham Young University,4.7,2.5,19,100
VGVhY2hlci0xMzYwNzMx,1360731,Kurt,Herrmann,Business Administration,Brigham Young University,2.6,3.2,19,35.7143
VGVhY2hlci01OTgwNDE=,598041,Nelia,Justinano,Languages,Brigham Young University,4.2,1.8,17,55.5556
VGVhY2hlci0xNDY1MzY0,1465364,Matthew,Clayton,Religion,Brigham Young University,4.9,1.8,12,66.6667
VGVhY2hlci0yMTE1MTg5,2115189,Julie,Crockett,Mechanical Engineering,Brigham Young University,4.2,4,10,80
VGVhY2hlci0xNTkxOTM0,1591934,Stephen,Liddle,Information Systems,Brigham Young University,3.4,3.2,9,66.6667
VGVhY2hlci0yNzY0NDg1,2764485,David,Grimsman,Computer Science,Brigham Young University,3.7,4.3,7,57.1429
VGVhY2hlci0zMDY3MjEz,3067213,Isaac,King,Art,Brigham Young University,4,1.2,5,60
VGVhY2hlci0zMDg5Mzk3,3089397,Jonathan,Wade,Spanish,Brigham Young University,5,2.5,2,100
VGVhY2hlci0zMDkwMjM0,3090234,Carson,Trautman,Music,Brigham Young University,5,1,1,100
VGVhY2hlci0xODg3MTI2,1887126,Stacey,Smith,Chemistry,Brigham Young University,4.3,3.9,115,86.5169
VGVhY2hlci0yNDMzODA1,2433805,Philip,Clark,Communication,Brigham Young University,4.8,1.7,84,98.8095
VGVhY2hlci0xMTc2ODM5,1176839,Kurt,Mortensen,Theater,Brigham Young University,4.8,2.6,83,97.9592
VGVhY2hlci0yMjc5MTM=,227913,Matthew,Richardson,Religion,Brigham Young University,4.5,1.8,76,85.7143
VGVhY2hlci0xNDg4MTQ2,1488146,Dan,Ess,Chemistry,Brigham Young University,4,4.1,60,74.4186
VGVhY2hlci0yOTk3MDEw,2997010,James,Anderson,Business,Brigham Young University,5,1.4,58,98.2759
VGVhY2hlci0yOTYwNzY5,2960769,Ammon,Gillins,English,Brigham Young University,4.7,2,55,94.5455
VGVhY2hlci02NDA1NTY=,640556,Susan,Fullmer,Health Science,Brigham Young University,2.6,3.7,49,30.7692
VGVhY2hlci0xNjk3NTE=,169751,Eric,Mercer,Computer Science,Brigham Young University,4.5,3.5,48,92.3077
VGVhY2hlci0yMTIyNDk1,2122495,Nancy,Fulda,Computer Science,Brigham Young University,4.1,3,47,76.7442
VGVhY2hlci0yODE5Mzky,2819392,Kaylen,Nelson,Religious Studies,Brigham Young University,4.4,1.9,46,82.6087
VGVhY2hlci0xMjU2MTgy,1256182,Darron,Billeter,Business Administration,Brigham Young University,4.2,3.7,40,85
VGVhY2hlci0xNTU2NDA4,1556408,Samuel,Lopez,Spanish,Brigham Young University,4.6,2.3,40,84.2105
VGVhY2hlci0yMzcwNzUy,2370752,Ben,Abbott,Plant & Wildlife Sciences,Brigham Young University,4.5,3,38,81.5789
VGVhY2hlci0yNTk4NTQ4,2598548,Brett,Pickett,Biology,Brigham Young University,4,2.8,38,73.6842
VGVhY2hlci05ODU2NzY=,985676,Jeff,Larson,Business,Brigham Young University,3.2,3.7,29,50
VGVhY2hlci0xODg5MjQ2,1889246,Steven,Luke,Psychology,Brigham Young University,4.2,3.1,27,63.1579
VGVhY2hlci0yMTIzNjYz,2123663,Susie,Mullen,Religion,Brigham Young University,4.9,1.3,27,96.2963
VGVhY2hlci0xOTk5NTky,1999592,Bradley,Owens,Business,Brigham Young University,4.6,2.8,25,91.3043
VGVhY2hlci0xOTMwNTkx,1930591,Marlene,Esplin,Humanities,Brigham Young University,4.3,3,24,88.2353
VGVhY2hlci0yNTU0NTA2,2554506,Devin,Knighton,Communication,Brigham Young University,5,2,23,100
VGVhY2hlci0yMDgzNzc5,2083779,Eric,Bybee,Secondary Education,Brigham Young University,4.4,2.9,13,91.6667
VGVhY2hlci0yMjIwNTMz,2220533,Daniel,Ames,Civil Engineering,Brigham Young University,3.8,2.5,13,84.6154
VGVhY2hlci03NzE0ODc=,771487,Patti,Freeman,Design,Brigham Young University,4.1,2.3,12,57.1429
VGVhY2hlci0yNjc2MDU4,2676058,Jill,Winters,Music,Brigham Young University,3,3.7,11,36.3636
VGVhY2hlci0yNjkwODY=,269086,Barry,Willardson,Chemistry,Brigham Young University,2.7,3.9,10,20
VGVhY2hlci0yNTU4NTMx,2558531,Matt,Madden,Business,Brigham Young University,4,3.3,7,57.1429
VGVhY2hlci0zMDM2MDI3,3036027,Tanner,Millett,English,Brigham Young University,5,3.3,6,100
VGVhY2hlci0yMzM0MDQ2,2334046,Erica,Hansen,Nutrition amp Food Science,Brigham Young University,4.2,3,5,100
VGVhY2hlci0yODk3Njgw,2897680,Blake,Hansen,Counseling Psychology,Brigham Young University,2.6,1.8,5,40
VGVhY2hlci0yMTQ3OTI5,2147929,Lin,Sherman,Spanish,Brigham Young University,3.4,3.2,5,25
VGVhY2hlci0yNzY5ODc1,2769875,Kathleen,Bingham,Philosophy,Brigham Young University,3.3,1.8,4,50
VGVhY2hlci0yODU3ODgw,2857880,David,Bolingbroke,History,Brigham Young University,4.5,2.5,4,100
VGVhY2hlci0yOTc2MDc3,2976077,Michelle,Hawkins,Spanish,Brigham Young University,4.8,2,4,100
VGVhY2hlci0yNjE1ODgx,2615881,Carina,Coria,Spanish,Brigham Young University,4,2.3,3,66.6667
VGVhY2hlci0yNzIzOTM5,2723939,Maria,Bacon,German,Brigham Young University,4.7,2.3,3,66.6667
VGVhY2hlci0zMDg5ODA5,3089809,Rachel ,Knecht Scott ,English,Brigham Young University,5,2,1,100
VGVhY2hlci0zMDg5ODE1,3089815,Kade,Johnson ,Secondary Education,Brigham Young University,5,2,1,100
VGVhY2hlci0zMDg5NzU4,3089758,Keri ,Rowe,Art,Brigham Young University,0,0,0,-1
VGVhY2hlci0xODMzMTM=,183313,Charles Riley,Nelson,Biology,Brigham Young University,3.6,2.4,206,67.0213
VGVhY2hlci00MjQ1MDk=,424509,Jason,Carroll,Social Science,Brigham Young University,4.7,2.1,98,88.0952
VGVhY2hlci0yNDk4OTE3,2498917,Lisa,Parkinson,Student Services,Brigham Young University,4.9,1.6,87,97.7011
VGVhY2hlci0yNDcxMzU0,2471354,Douglas,Weatherford,Spanish,Brigham Young University,3.8,3.4,84,58.9744
VGVhY2hlci02NTA3MDE=,650701,Jill,Larsen,English,Brigham Young University,3.7,2.9,52,75
VGVhY2hlci0xNjYwODgz,1660883,Gove,Allen,Information Systems,Brigham Young University,4.3,2.4,51,86.0465
VGVhY2hlci0xMDY0MTQ3,1064147,Ryan,Jensen,Geography,Brigham Young University,4.3,2.4,27,85.7143
VGVhY2hlci0yMDA5Mjgx,2009281,Scott,Sanders,Sociology,Brigham Young University,4.9,2.2,19,100
VGVhY2hlci0yOTk5OTc5,2999979,Christie,Charles,Women's Studies,Brigham Young University,4.8,3.3,19,100
VGVhY2hlci0yNTE4ODI2,2518826,Joyce,Guidi,French & Italian,Brigham Young University,4.9,3.2,18,88.8889
VGVhY2hlci0yNzQ5MjQ5,2749249,Brian,Mead,Church History,Brigham Young University,4.4,2.3,18,83.3333
VGVhY2hlci0yNDEzMDg3,2413087,John,Beard,Health Science,Brigham Young University,4.1,3.3,15,87.5
VGVhY2hlci0xODEzMDQ3,1813047,Adrianne,Cavallini,Student Services,Brigham Young University,4.4,2.5,11,90
VGVhY2hlci0xNzkzNTAw,1793500,Mike,Hendron,Business,Brigham Young University,4.3,1.7,6,100
VGVhY2hlci0yODc5NTk4,2879598,Emilynn,Jarvis,Sign Language,Brigham Young University,5,2.3,4,100
VGVhY2hlci0zMDQxODgy,3041882,Tina,Taylor,Education,Brigham Young University,3.5,1.8,4,50
VGVhY2hlci0zMDYzNTUx,3063551,Anne-Sophie,Taylor,French & Italian,Brigham Young University,5,3,3,100
VGVhY2hlci0zMDg5MzU2,3089356,Kevin,Cantrell,Design,Brigham Young University,3,5,2,100
VGVhY2hlci0zMDg5MDEx,3089011,Brad,Adams,Mechanical Engineering,Brigham Young University,5,2,1,100
VGVhY2hlci00MjU2NjI=,425662,Ralph,Hancock,Political Science,Brigham Young University,2.6,3.9,143,37.5
VGVhY2hlci0yMTA3NzI1,2107725,Kristy,Hanson,Student Services,Brigham Young University,4.9,2.3,120,100
VGVhY2hlci04NDAxMDM=,840103,Brad,Geary,Agriculture,Brigham Young University,3.7,3.2,76,65.625
VGVhY2hlci0yMDMyNDYy,2032462,Melissa,Hansen,Life Sciences,Brigham Young University,4.2,3.6,69,81.1321
VGVhY2hlci0xNjUzMDAx,1653001,John,Hedengren,Chemical Engineering,Brigham Young University,4.2,2.9,34,77.7778
VGVhY2hlci0xODEwNTkx,1810591,John,Gardner,Business,Brigham Young University,3.8,4,27,56.5217
VGVhY2hlci0yNjE1MDEx,2615011,Holly,Wood,English,Brigham Young University,5,1.8,20,100
VGVhY2hlci0xMjMzMzYx,1233361,Brian,Roberts,English,Brigham Young University,4.5,2.3,18,80
VGVhY2hlci0yMTMzNTM2,2133536,Robert,Richardson,Statistics,Brigham Young University,4.7,2.9,12,90.9091
VGVhY2hlci0yODUxODU3,2851857,Brandon,McMillan,Education,Brigham Young University,3.1,2.4,9,44.4444
VGVhY2hlci0yNTYxOTgy,2561982,Sheri,Peterson,Music,Brigham Young University,3.9,3.8,8,50
VGVhY2hlci0yODIwMzYy,2820362,Dean,Anderson,Social Work,Brigham Young University,3.8,2.3,6,50
VGVhY2hlci0zMDQ2MzIz,3046323,Stan,Christensen,Business,Brigham Young University,4,2,3,66.6667
VGVhY2hlci0zMDMyNDcw,3032470,Peter,Tennis,Management,Brigham Young University,4.3,3.3,3,100
VGVhY2hlci0yOTc0NDE4,2974418,Gian,Pierotti,Fine Arts,Brigham Young University,5,1,2,100
VGVhY2hlci0xNTIwOTgw,1520980,Joyce,Adams,Behavioral Sciences,Brigham Young University,3.8,3.8,36,59.0909
VGVhY2hlci0yNjI4ODgz,2628883,Jennifer,Brooks,Mathematics,Brigham Young University,5,3.5,15,100
VGVhY2hlci0xODcyMTEy,1872112,Emron,Esplin,English,Brigham Young University,5,2.9,14,100
VGVhY2hlci0xOTI2MTY4,1926168,William,Christensen,Mathematics,Brigham Young University,4.7,2.6,9,100
VGVhY2hlci0xMTgxNjM4,1181638,Sam,McKnight,Student Services,Brigham Young University,5,1.6,7,100
VGVhY2hlci05MzM4MTc=,933817,Jared,Ludlow,Religion,Brigham Young University,3.8,2.9,73,53.4884
VGVhY2hlci0yMzYyMDAw,2362000,Jennifer,Bussio,History,Brigham Young University,2.3,3.7,24,25
VGVhY2hlci0yMjk0MjYx,2294261,Kristen,Chandler,Writing,Brigham Young University,4,3.1,23,73.913
VGVhY2hlci0yNTg0OTkx,2584991,Greg,Zippi,Business,Brigham Young University,4.8,3.1,18,100
VGVhY2hlci0yODQ3MzU2,2847356,Charity,Harding,Sign Language,Brigham Young University,5,2,4,100
VGVhY2hlci0xODUyMzA3,1852307,Gregory,Wilkinson,Religion,Brigham Young University,3.7,2.5,93,71.2121
VGVhY2hlci0yNDEzOTA=,241390,Nanette,Hix,Languages,Brigham Young University,4.2,2.7,57,86.3636
VGVhY2hlci0xMTE0OTc2,1114976,Paul,Reynolds,Physiology,Brigham Young University,4.1,3.1,36,65
VGVhY2hlci0xNDc5ODU4,1479858,Troy,Nielson,Business,Brigham Young University,4.6,2.5,24,85.7143
VGVhY2hlci05NDM0MzM=,943433,Natalie,Baxter,English,Brigham Young University,4.8,2.2,12,100
VGVhY2hlci0yNDQ2MTM5,2446139,David-James,Gonzalez,History,Brigham Young University,4.4,3.1,12,83.3333
VGVhY2hlci0zMDI5NTcz,3029573,Adam,Bennion,Physics,Brigham Young University,3.1,3.9,12,50
VGVhY2hlci0yODk1ODU4,2895858,Nathan,Sandholtz,Statistics,Brigham Young University,4.6,2.6,8,87.5
VGVhY2hlci0zMDI3ODQ5,3027849,Eliza,Madsen,Religion,Brigham Young University,4.3,2.1,7,85.7143
VGVhY2hlci0zMDg1NjI3,3085627,Megan,Hodgman,Business,Brigham Young University,5,2.5,2,100
VGVhY2hlci03NjIyNg==,76226,Gaye,Strathearn,Religion,Brigham Young University,3.6,3.7,125,55.1724
VGVhY2hlci01ODc2OTc=,587697,Kurt,Sandholtz,Business,Brigham Young University,4.4,3.2,30,65
VGVhY2hlci04NDU1NDQ=,845544,Allen,Parcell,Exercise Science,Brigham Young University,4,2.3,25,83.3333
VGVhY2hlci0yMDg3MjM0,2087234,Ali,Crandall,Health Science,Brigham Young University,4.2,3,18,88.2353
VGVhY2hlci04NTMwODM=,853083,Peter,Madsen,Business,Brigham Young University,4.2,3.1,15,100
VGVhY2hlci0yMDk3MzAw,2097300,David,Barney,Physical Education,Brigham Young University,4.4,1.7,14,92.3077
VGVhY2hlci0yNzg3NjUx,2787651,Erik,Nelson,Health Science,Brigham Young University,5,2.1,10,100
VGVhY2hlci0yNzYxNjA1,2761605,Makayla,Steiner,English,Brigham Young University,5,3.2,9,100
VGVhY2hlci0xODg5NTYx,1889561,Clifton,Farnsworth,Construction Management,Brigham Young University,4.8,2.8,9,100
VGVhY2hlci0yMzQ0NjQw,2344640,James,Smith,Construction Management,Brigham Young University,4.6,2.4,7,100
VGVhY2hlci0zMDQxODgx,3041881,Stacey ,Nelson,Family Life,Brigham Young University,4.5,2,4,75
VGVhY2hlci0zMDg3ODUz,3087853,Luke,Johnston,Exercise Science,Brigham Young University,3,4,1,100
VGVhY2hlci0xNDIzOTk=,142399,Joel,Campbell,Communication,Brigham Young University,4.1,2.3,198,92.2481
VGVhY2hlci05MzU3NDc=,935747,Peter,Ward,Recreation,Brigham Young University,3.5,3.6,42,62.5
VGVhY2hlci0xODE4MzUz,1818353,Greg,Thompson,Anthropology,Brigham Young University,2.9,3.6,38,43.2432
VGVhY2hlci0xMzgzMzkw,1383390,Janae,Oveson,Education,Brigham Young University,4.9,2.4,15,100
VGVhY2hlci0yOTE4OTI4,2918928,Staci,Avery,Biology,Brigham Young University,3.9,2.7,11,81.8182
VGVhY2hlci0yMTI5MDQ5,2129049,Cody,Reeves,Business,Brigham Young University,4.8,3.4,9,100
VGVhY2hlci0yMDY3ODEy,2067812,Dustin,Bruening,Life Sciences,Brigham Young University,4.6,2.6,9,100
VGVhY2hlci0yOTk2NDA1,2996405,Michael,White,Humanities,Brigham Young University,5,3.3,4,100
VGVhY2hlci0zMDY0MDI0,3064024,Brayden,Wehrli,Chemistry,Brigham Young University,3.5,3.5,4,50
VGVhY2hlci0yODEwODk3,2810897,Tricia,Merkley,Neuropsychiatry,Brigham Young University,5,2.5,2,100
VGVhY2hlci0zMDg3Mjc1,3087275,Chelsea,Cole,Education,Brigham Young University,1,5,1,0
VGVhY2hlci01MjUyMDk=,525209,Jeffrey M.,Shumway,History,Brigham Young University,2.7,3.5,77,15.1515
VGVhY2hlci0xMzkzNDI=,139342,Brett,McInelly,English,Brigham Young University,4,2.9,45,92.3077
VGVhY2hlci0yMzkwMjE1,2390215,Taylor-Grey,Miller,Philosophy,Brigham Young University,4.5,2.4,28,92.8571
VGVhY2hlci0xNDI0NjM0,1424634,Kirk,Larsen,History,Brigham Young University,3.9,3.6,27,54.5455
VGVhY2hlci0yNjUxNDg2,2651486,Philip,Lundrigan,Electrical & Computer Engineering,Brigham Young University,3.9,3.4,18,72.2222
VGVhY2hlci0yNzIyNDEw,2722410,Randy,Larsen,Animal Science,Brigham Young University,4.7,2.5,6,100
VGVhY2hlci0yNDk0ODky,2494892,Scott,Ure,Anthropology,Brigham Young University,3.7,3,3,33.3333
VGVhY2hlci0zMDU0NjE0,3054614,Preston,Manwaring,Electrical & Computer Engineering,Brigham Young University,4,3,1,100
VGVhY2hlci0yNTgzMjc4,2583278,Timothy,Jenkins,Biology,Brigham Young University,4.7,2.7,94,88.2979
VGVhY2hlci0xODkyNTEw,1892510,Rebecca,Lundwall,Psychology,Brigham Young University,2.7,2.8,37,43.3333
VGVhY2hlci05MjkzOTA=,929390,Christopher,Oscarson,Scandinavian,Brigham Young University,4.4,3.3,21,90
VGVhY2hlci0xNjIyNjY2,1622666,Shawn D,Gale,Psychology,Brigham Young University,3.5,3.3,20,54.5455
VGVhY2hlci0zMDg2MjAy,3086202,Bethany,Gustafson,Art,Brigham Young University,5,1,1,100
VGVhY2hlci0xMjMxNDc3,1231477,Roland,Thompson,Visual Arts,Brigham Young University,4,2,40,82.1429
VGVhY2hlci0yOTA3Njgz,2907683,Taylor,Sorensen,Civil Engineering,Brigham Young University,4.1,3.2,13,84.6154
VGVhY2hlci0xOTYyNTAx,1962501,Julie,Schow,Communication Disorders,Brigham Young University,3.5,2.8,4,50
VGVhY2hlci0xNjU5MDkw,1659090,Jamie,Horrocks,English,Brigham Young University,3.5,3.6,47,51.5152
VGVhY2hlci01NjI2ODg=,562688,Fred,McInnis,Music,Brigham Young University,4.4,2,34,85.7143
VGVhY2hlci0yMjM0NjU2,2234656,Noelani,Porter,Student Services,Brigham Young University,3.2,3.4,25,48
VGVhY2hlci0yOTk4NTM0,2998534,Karen,Della Corte,Nutrition & Food Science,Brigham Young University,2.8,3.4,23,34.7826
VGVhY2hlci0yOTAwMjc3,2900277,Sam,Farley,Sign Language,Brigham Young University,5,1,5,100
VGVhY2hlci0zMDc3MDM3,3077037,Jenae,Nelson,Psychology,Brigham Young University,5,2.3,3,100
VGVhY2hlci0zMDg1NDY1,3085465,Shelly,Parcell,Physical Education,Brigham Young University,5,1,1,100
VGVhY2hlci0xNjMxMzQ1,1631345,Jacob,Hickman,Anthropology,Brigham Young University,2.9,3.6,145,46.7391
VGVhY2hlci04OTU2MTg=,895618,Mark,Colton,Mechanical Engineering,Brigham Young University,4.4,3,30,95
VGVhY2hlci0xNjc4OTU5,1678959,Talita,Osman,German,Brigham Young University,4.4,3,25,85.7143
VGVhY2hlci04OTg5MTk=,898919,Aaron,Wells,Exercise & Sport Science,Brigham Young University,3.9,2.5,24,58.8235
VGVhY2hlci0yMjkwOTcx,2290971,Casey,Deccio,Computer Science,Brigham Young University,4.8,3.4,24,95.8333
VGVhY2hlci0yNzg5NjM5,2789639,Travis,Dyer,Accounting,Brigham Young University,4,3,5,80
VGVhY2hlci0yOTQ3MTEx,2947111,Minsub,Oh,Exercise & Sport Science,Brigham Young University,5,1,4,100
VGVhY2hlci0yNzg1NTQ0,2785544,Ian,Wright,Finance,Brigham Young University,5,3,4,100
VGVhY2hlci0xMDI2OTQ1,1026945,Cortney,Evans,Marriage Family & Human Dev,Brigham Young University,4,3.5,18,42.8571
VGVhY2hlci0yMTMzNDI2,2133426,Troy,Lewis,Accounting,Brigham Young University,4.8,3.9,17,93.3333
VGVhY2hlci0yMTE1MTMz,2115133,Kevin,Franke,Civil Engineering,Brigham Young University,2.2,3.9,41,30
VGVhY2hlci0yMjAyODU2,2202856,Anna-Lisa,Halling,Portuguese,Brigham Young University,2.9,3,12,41.6667
VGVhY2hlci0yMjM0Nzkw,2234790,Juan,Freire,English As A Second Language,Brigham Young University,3.4,2.9,10,50
VGVhY2hlci0yNjg3MTM0,2687134,Madeline,Rupard,Art,Brigham Young University,4,2.3,3,66.6667
VGVhY2hlci0yNzkwNTcw,2790570,Sylvia,Ramachandran Skeen,Art,Brigham Young University,4,4,2,50
VGVhY2hlci01MTMyODY=,513286,Travis,Anderson,Philosophy,Brigham Young University,3.6,3,45,69.2308
VGVhY2hlci0yNDc5Mzg=,247938,Michael,Kelly,Russian,Brigham Young University,4.9,3.1,42,100
VGVhY2hlci0yNDQ3MTUy,2447152,Tamara,Chamberlain,Dance,Brigham Young University,5,1.3,25,100
VGVhY2hlci0yNjgwOTk3,2680997,Katherine,Reese,Information Systems,Brigham Young University,4.9,2.4,15,100
VGVhY2hlci0xMDExMDA5,1011009,John,Hoffmann,Sociology,Brigham Young University,4.8,2.3,12,100
VGVhY2hlci0yNTI5MDYz,2529063,Malcom,Skinner,Physical Sciences,Brigham Young University,4.4,2.6,12,75
VGVhY2hlci0xODkyNjI0,1892624,Debbie,Hema,Family Life,Brigham Young University,3.8,1.7,10,77.7778
VGVhY2hlci0yNjUwOTg5,2650989,Ryan,Hatch,Dance,Brigham Young University,4.8,2.3,4,100
VGVhY2hlci03ODc3NjY=,787766,Mark,Zimbelman,Accounting,Brigham Young University,3.6,3.3,22,40
VGVhY2hlci0yMTgzNjc2,2183676,Christopher,Wood,Religion,Brigham Young University,5,2.1,31,100
VGVhY2hlci0zODA4Njk=,380869,David,Hart,Business,Brigham Young University,4.5,2.1,14,71.4286
VGVhY2hlci0xODMzMDU3,1833057,Christopher,Rogers,Linguistics,Brigham Young University,4.7,2.4,35,100
VGVhY2hlci0yNTY0Mzg=,256438,Gregory,Conner,Mathematics,Brigham Young University,2.5,3.5,35,16.6667
VGVhY2hlci0yMDMyODY5,2032869,Hokulea,Conklin,Psychology,Brigham Young University,4.3,1.2,18,66.6667
VGVhY2hlci0zNzMwMDg=,373008,Paul,Kerry,History,Brigham Young University,4.1,4.3,47,64.2857
VGVhY2hlci04NDI2NTU=,842655,Brian,Jackson,English,Brigham Young University,4.4,3.1,34,73.913
VGVhY2hlci0yMDcyODk1,2072895,Amanda,Toler,Art,Brigham Young University,3.8,2.6,16,60
VGVhY2hlci0xMjM4NTUy,1238552,Tracy,Nelson,Mechanical Engineering,Brigham Young University,1.5,3.9,13,0
VGVhY2hlci0yNDU1MDI3,2455027,Miles,Romney,Communication,Brigham Young University,4.5,2.2,6,83.3333
VGVhY2hlci0yMzMxODk5,2331899,Brett,Merrill,Counseling Psychology,Brigham Young University,4.8,1.8,5,100
VGVhY2hlci0yODY1MDY3,2865067,Amanda,Erdmann,Writing,Brigham Young University,4.3,3,4,75
VGVhY2hlci0yODg0MTQ5,2884149,Alicia,McIntire,Psychology,Brigham Young University,1.3,4.3,3,0
VGVhY2hlci0zMDM2NzM1,3036735,Tadlee,Welty,Religion,Brigham Young University,5,2,2,100
VGVhY2hlci0xODAzMzY5,1803369,Robert,Hyldahl,Exercise Science,Brigham Young University,4.1,3.3,12,66.6667
VGVhY2hlci0xMTY3Mzkx,1167391,John,Hilton,Religion,Brigham Young University,4.5,2.7,191,85.3448
VGVhY2hlci0xODA0NjYy,1804662,D. Pauline,Williams,Nutrition & Food Science,Brigham Young University,3.5,3.2,63,55.102
VGVhY2hlci0zMDM4MDA0,3038004,Brooke,Macdonald,Design,Brigham Young University,1,3.3,3,0
VGVhY2hlci0yOTU0NjQy,2954642,Ben,Schooley,Technology,Brigham Young University,5,2,3,100
VGVhY2hlci0yMzU1NDE4,2355418,Peter,Leman,English,Brigham Young University,4.7,2.9,14,85.7143
VGVhY2hlci0yNjMzNTI4,2633528,Luke,Hartvigsen,Psychology,Brigham Young University,4.1,2.5,13,76.9231
VGVhY2hlci0yNzk0NjIw,2794620,Xinru,Page,Computer Science,Brigham Young University,3.7,2.3,3,66.6667
VGVhY2hlci01NjMwNzA=,563070,Leslee,Thorne-Murphy,English,Brigham Young University,4.9,2.7,10,100
VGVhY2hlci0yMjc3NjUy,2277652,Cammy,Peterson,Electrical Engineering,Brigham Young University,4,2.2,6,83.3333
VGVhY2hlci0yNTE1MzQx,2515341,Bradly,Wilcox,Religion,Brigham Young University,4.5,1.9,15,93.3333
VGVhY2hlci0yMjQwMDQ3,2240047,Bill,Tayler,Accounting,Brigham Young University,4.5,2.5,4,100
VGVhY2hlci0zMDYyMTEw,3062110,Sara,White,International Studies,Brigham Young University,5,1,2,100
VGVhY2hlci0zMDE3NzE2,3017716,Angelina ,Dulong,English,Brigham Young University,3.5,4,2,33.3333
VGVhY2hlci0yOTk0Mjkz,2994293,Melissa,Jones,Sociology,Brigham Young University,4,2.6,5,80
VGVhY2hlci0xOTkwNzg2,1990786,Bradford,Bruton,Political Science,Brigham Young University,4.8,2.4,54,96.7742
VGVhY2hlci0zMDc5ODYy,3079862,Lena,Lizunova,Management,Brigham Young University,3,3,1,0
VGVhY2hlci0xNjUzNjY3,1653667,Meridith,Reed,English,Brigham Young University,4.6,2.7,39,88.8889
VGVhY2hlci0xNzA2NDU1,1706455,Jarica,Watts,English,Brigham Young University,4.2,3.2,35,77.7778
VGVhY2hlci0xODgzNTQ=,188354,William,Shakespeare,English,Brigham Young University,3.6,2.7,24,100
VGVhY2hlci0yNTYxNjA=,256160,Ramon,Zabriskie,Recreation,Brigham Young University,4.5,2.1,23,84.6154
VGVhY2hlci0zMDM2ODk3,3036897,Matthew,Lawyer,Mathematics,Brigham Young University,3.7,2.7,3,50
VGVhY2hlci0zMDA2NzAy,3006702,Derek ,Holyoak,Student Life,Brigham Young University,5,1,3,100
VGVhY2hlci0zMDc1MDQ3,3075047,Jason,Huntsman,Management,Brigham Young University,1,5,4,0
VGVhY2hlci0yMTQ4MTM2,2148136,Kelly,Patterson,History,Brigham Young University,3.6,4.2,14,50
VGVhY2hlci0xNDg0NDQz,1484443,Loreen,Allphin-Rapier,Biology,Brigham Young University,3.1,3.5,61,32.4324
VGVhY2hlci0yMTEyNjY3,2112667,Tanya,Harmon,Public Administration,Brigham Young University,3.5,2.5,4,50
VGVhY2hlci0xODY5Nzc3,1869777,Karl,Diether,Finance,Brigham Young University,4,3.8,12,60
VGVhY2hlci0xODI5MjY0,1829264,Thornock,Niel,Music,Brigham Young University,3.4,3.8,5,33.3333
VGVhY2hlci0xMTkyMDM1,1192035,Craig,Manscill,Church History,Brigham Young University,3,2.9,111,32.6531
VGVhY2hlci0yNzQ5MTU5,2749159,Lisa,Argyle,Political Science,Brigham Young University,3.5,3.8,13,53.8462
VGVhY2hlci0zMDc3OTEx,3077911,Todd,Lloyd,Theatre & Media Arts,Brigham Young University,5,3,1,100
VGVhY2hlci0yMjc1NDgx,2275481,Josh,Sears,Religion,Brigham Young University,4.6,2.4,92,86.9565
VGVhY2hlci01OTg1Mjk=,598529,Michael,Rice,Electrical Engineering,Brigham Young University,2.2,4.1,21,22.2222
VGVhY2hlci0yNjQ5MTQ5,2649149,Casey,Baugh,Business,Brigham Young University,4.7,1.5,42,92.8571
VGVhY2hlci0zMDE4MDk1,3018095,Chris,Dillon,Mechanical Engineering,Brigham Young University,4.7,3.7,3,100
VGVhY2hlci02MjkxNTc=,629157,Jacqueline,Deaton,Spanish,Brigham Young University,4.3,2.4,65,79.4872
VGVhY2hlci0xODY5MDk3,1869097,Trent,Leinenbach,Writing,Brigham Young University,4.6,3.2,21,93.3333
VGVhY2hlci0xNjM1NjMw,1635630,Amy,Raty,Elementary Education,Brigham Young University,4,2.9,15,76.9231
VGVhY2hlci0yNjYwNTU3,2660557,Justin,Weidman,Construction Management,Brigham Young University,4.2,2.9,13,92.3077
VGVhY2hlci0yOTYxODY0,2961864,Agatha,Gibbons,Education,Brigham Young University,4.5,3.3,4,100
VGVhY2hlci0xMDQ4ODY3,1048867,Jaron,Hansen,Chemistry,Brigham Young University,4.3,4.1,90,86.8421
VGVhY2hlci0xMjI3NTM2,1227536,James,Lecheminant,Exercise Science,Brigham Young University,4.2,2.8,41,83.871
VGVhY2hlci0xNjUzNjAw,1653600,Marie,Whitaker,Student Services,Brigham Young University,3.6,2.3,13,44.4444
VGVhY2hlci01ODgzMjk=,588329,Mikaela,Dufur,Sociology,Brigham Young University,4.8,2.6,25,90.9091
VGVhY2hlci0yNzQ5Mzcz,2749373,Ryan,Cook,Business,Brigham Young University,5,2,5,100
VGVhY2hlci03NTU0MTg=,755418,Kylie,Turley,English,Brigham Young University,4.3,3,136,79.5082
VGVhY2hlci0yNjQyNzY=,264276,Jeffrey,Chadwick,Religion,Brigham Young University,4.3,2.1,146,84.2105
VGVhY2hlci0zMDM4NzQ0,3038744,Lindsay,Folkman,Dance,Brigham Young University,4,3,2,100
