id,legacyId,firstName,lastName,department,school,avgRating,avgDifficulty,numRatings,wouldTakeAgainPercent
VGVhY2hlci0yNTAyMDY4,2502068,Lindsay,Florence,Statistics,Brigham Young University,5,2.5,2,100
VGVhY2hlci0xOTM1ODQ0,1935844,Scott,Woodward,Religion,Brigham Young University,4.4,2.6,49,75
VGVhY2hlci0yNDI3NjE1,2427615,Douglas,Archibald,Instructional Technology,Brigham Young University,5,2,1,100
VGVhY2hlci0xOTkyNzU1,1992755,Aaron,Shade,Religious Studies,Brigham Young University,2,4.5,2,0
VGVhY2hlci0yNTQ5NTE2,2549516,Carma,Hiland,Writing,Brigham Young University,5,3,1,100
VGVhY2hlci0yNjQyNzM=,264273,Brian,Hauglid,Religion,Brigham Young University,2.7,2.8,35,0
VGVhY2hlci0yNTQ3MTcw,2547170,Paul,Melville,Humanities,Brigham Young University,4.5,3,2,100
VGVhY2hlci0yNDExMTg3,2411187,Morgan,Bronson,Music,Brigham Young University,5,3,2,100
VGVhY2hlci0xNDcxMjEy,1471212,Jessica,Bryan,German,Brigham Young University,5,2.2,4,100
VGVhY2hlci0yMjI5MDYx,2229061,Cody,Craynor,Communication,Brigham Young University,5,2.8,6,100
VGVhY2hlci0xMDMzMjM0,1033234,Gordon,Limb,Social Work,Brigham Young University,4.4,2.8,6,100
VGVhY2hlci0yMTkwNDUx,2190451,Krista,Dowdle,Psychology,Brigham Young University,4,4,1,100
VGVhY2hlci0yMzU3NTI3,2357527,Adam,Chase,Business,Brigham Young University,3.7,4.7,3,100
VGVhY2hlci0yNTQyNjUw,2542650,Connie,Lamb,Women's Studies,Brigham Young University,4,2,1,100
VGVhY2hlci0xMjEzMzQy,1213342,A. Kim,Smith,Finance,Brigham Young University,4.5,1.7,8,100
VGVhY2hlci0xMDQ4MTMz,1048133,Roger,McFarlane,Classical & Medieval Studies,Brigham Young University,3.9,3.7,3,0
VGVhY2hlci0yNDQyMTI0,2442124,Lanie,Henderson,Psychology,Brigham Young University,4.8,1.2,4,100
VGVhY2hlci0xMTk3NzMy,1197732,Mikel,Stevens,Biology,Brigham Young University,3,2.8,23,40
VGVhY2hlci0yNTMyNTI4,2532528,Kenneth,Baldwin,Theatre & Media Arts,Brigham Young University,5,2,1,100
VGVhY2hlci00NTQ4Mg==,45482,John,Livingstone,Religion,Brigham Young University,4.5,1.4,104,40
VGVhY2hlci0xODA0NDEz,1804413,Jonathan,Wisco,Physiology,Brigham Young University,4.3,3.5,47,83.3333
VGVhY2hlci0xMjY4OTIx,1268921,Benjamin,Whisenant,Communication,Brigham Young University,2.3,3.1,18,0
VGVhY2hlci03NjA5OTA=,760990,Dennis,Perry,English,Brigham Young University,4.4,2.6,16,100
VGVhY2hlci0yNDQ0OTYy,2444962,Sarah,Belliston,Writing,Brigham Young University,3.3,3,3,66.6667
VGVhY2hlci0yNTI2NjQ0,2526644,Ernie,Nielson,Information Systems,Brigham Young University,3.5,1.5,2,50
VGVhY2hlci0yMzM3NzQ1,2337745,Michael,Hofstetter,History,Brigham Young University,4.4,2.4,12,75
VGVhY2hlci0yNDE3NjIx,2417621,Melanie,Lott,Family Life,Brigham Young University,4.3,2.5,7,85.7143
VGVhY2hlci0yNDAyNjMw,2402630,Natalie,Johnson,Student Life,Brigham Young University,4.4,2,15,93.3333
VGVhY2hlci0yNDUxNzA3,2451707,Jangsook,Yoo,Korean,Brigham Young University,4.5,2,2,100
VGVhY2hlci0xNDg5Mzc1,1489375,Richard,Williams,Religion,Brigham Young University,2.9,3.2,6,33.3333
VGVhY2hlci0zNTkwNTc=,359057,Roger,Minert,Religion,Brigham Young University,3.8,2.8,62,83.3333
VGVhY2hlci0yMjExMzQz,2211343,Ben,Phelan,Theatre  Media Arts,Brigham Young University,3.8,3.2,12,66.6667
VGVhY2hlci0xMTIyNjI0,1122624,Daniel,Nelson,Exercise & Sport Science,Brigham Young University,4.9,1.1,38,0
VGVhY2hlci0yMzkzNjE0,2393614,Christopher,Burright,English,Brigham Young University,2.8,3,5,40
VGVhY2hlci01NjUyMjQ=,565224,Alan,Keele,German,Brigham Young University,3.7,2,21,100
VGVhY2hlci0yODU2OTI=,285692,David,Cherrington,Business,Brigham Young University,2.7,3.5,42,100
VGVhY2hlci0xMDIzMjE2,1023216,John,Rosenberg,Spanish,Brigham Young University,4.8,2.9,7,100
VGVhY2hlci0yNTE2NzQy,2516742,Jacob,Eddington,Accounting,Brigham Young University,3,4,1,100
VGVhY2hlci0xODcyNDgx,1872481,Nikki,Larkin,Family Studies,Brigham Young University,3,3.4,5,40
VGVhY2hlci0yMjAxMTI1,2201125,Bryce,Taylor,Religion,Brigham Young University,4,2.9,49,73.4694
VGVhY2hlci0yNTEwODUz,2510853,Richard,Maxwell,Finance,Brigham Young University,4,4,2,50
VGVhY2hlci0yMTA0OTU4,2104958,Manuel,Berrondo,Physics  Astronomy,Brigham Young University,4.3,3,3,66.6667
VGVhY2hlci02MDQxOTc=,604197,Reid,Robison,Religion,Brigham Young University,3.4,2.5,17,71.4286
VGVhY2hlci0xMjY0NTQx,1264541,Paz,Stutzman,Spanish,Brigham Young University,5,2.3,3,100
VGVhY2hlci0yNTAyMzQy,2502342,Chelsey,McNeil,Dance,Brigham Young University,5,2.5,2,100
VGVhY2hlci0yMTUzMzIx,2153321,Laura,Howe,History,Brigham Young University,4.9,2.7,12,100
VGVhY2hlci0yMzU1NTU5,2355559,Camille,Jones,Exercise & Sport Science,Brigham Young University,5,3,2,100
VGVhY2hlci0xOTU4MzUx,1958351,Thomas,Abbot,Computer Science,Brigham Young University,5,3,1,100
VGVhY2hlci0zMDY2MjE=,306621,David,Crandall,Anthropology,Brigham Young University,2.7,3,220,23.0769
VGVhY2hlci0xNDU1Mzcx,1455371,Mirinda,Martin,Economics,Brigham Young University,2.9,3.7,11,100
VGVhY2hlci0yMzg0ODMx,2384831,Tyler,Orr,French & Italian,Brigham Young University,4.4,3,5,80
VGVhY2hlci0yNTExMzk5,2511399,Sam,Ryland,Family Life,Brigham Young University,5,3,2,100
VGVhY2hlci0zMjI0NzA=,322470,Terry,Ball,Religion,Brigham Young University,4.7,2,50,93.3333
VGVhY2hlci0yNTAyNjkz,2502693,Kristina,Murri,Economics,Brigham Young University,1.3,4.8,4,0
VGVhY2hlci0yNDkyMjEz,2492213,Clayton,Johnson,Psychology,Brigham Young University,5,4,2,100
VGVhY2hlci0yMzg1MTQy,2385142,Lee,Essig,Family Life,Brigham Young University,4.6,3,44,97.7273
VGVhY2hlci0yNDQ5ODcz,2449873,Shannon,Tuttle,Writing,Brigham Young University,5,2,1,100
VGVhY2hlci0yNTEwNTEz,2510513,Ryan,Crocker,Health amp Physical Education,Brigham Young University,4,1,1,100
VGVhY2hlci0yNTA5NDc3,2509477,So Yeon,Park,Psychology,Brigham Young University,2,1,1,0
VGVhY2hlci0xOTc0OTMz,1974933,Roberta,Merrill,Family Life,Brigham Young University,3.5,3.7,9,75
VGVhY2hlci0xOTU4MDU0,1958054,David,Dibble,Visual Arts,Brigham Young University,2.9,4.3,3,0
VGVhY2hlci0zODY1NjE=,386561,Royal,Skousen,English,Brigham Young University,3.4,3.1,22,60
VGVhY2hlci0yMjI1OTgy,2225982,Donna,Funk,Nursing,Brigham Young University,4,3,3,66.6667
VGVhY2hlci0yMDc1MzI5,2075329,Jared,Klundt,Psychology,Brigham Young University,4.7,1.2,6,100
VGVhY2hlci0yNDg2MjQ0,2486244,Mandy,Teerlink,English,Brigham Young University,5,2,2,100
VGVhY2hlci0xMTgzNDM5,1183439,"Robert ""Bob""",Wadley,Mathematics,Brigham Young University,4.4,3,65,100
VGVhY2hlci0yNzEyMTA=,271210,Daniel,Judd,Religion,Brigham Young University,4.5,2.2,108,86.9565
VGVhY2hlci0yMDkwMTk3,2090197,Emilie,Zuniga,Arabic,Brigham Young University,5,4,12,100
VGVhY2hlci00OTgyNTE=,498251,Fred,Pinnegar,English,Brigham Young University,1.4,4,24,100
VGVhY2hlci0yNDc2MjA5,2476209,Jason,Day,Mathematics,Brigham Young University,4,4,1,100
VGVhY2hlci0xOTM2MzM4,1936338,David,Benson,Business Administration,Brigham Young University,4.6,3.1,21,90
VGVhY2hlci02MDY4MDI=,606802,Robert,Elzey,Religion,Brigham Young University,4.6,2.6,36,100
VGVhY2hlci0xOTYyNDAw,1962400,Brandon ,Doyle,Communication,Brigham Young University,4.4,1.5,4,0
VGVhY2hlci0yMTUzMjY5,2153269,Rachel,Moberly,Writing,Brigham Young University,3.7,3.4,18,77.7778
VGVhY2hlci0yNTAzMDI2,2503026,Zach,Horton,Statistics,Brigham Young University,5,3,1,100
VGVhY2hlci0yMzgzMTg0,2383184,Alicia,Wood,Computer Science,Brigham Young University,3,3.7,21,47.619
VGVhY2hlci0yMzkzNTMz,2393533,Patrick,Wawro,Geography,Brigham Young University,4.5,3,2,100
VGVhY2hlci0yNTk0NTc=,259457,Lawrence,Fearnley,Mathematics,Brigham Young University,3.1,3.7,32,75
VGVhY2hlci0yMDU2OTQ0,2056944,Emily,Patterson,Chemistry,Brigham Young University,2.3,2.8,19,0
VGVhY2hlci0zODg1ODU=,388585,Dallin,Durfee,Physics,Brigham Young University,4.1,3.1,46,100
VGVhY2hlci0yNDQzMTYy,2443162,Kristy,Stewart,Humanities,Brigham Young University,4.5,3,4,75
VGVhY2hlci0xOTc0NzI5,1974729,Andrew,Ning,Mechanical Engineering,Brigham Young University,4.7,3.3,3,100
VGVhY2hlci0yNTAyMTAx,2502101,Alison,Palmer,English Language,Brigham Young University,3,4,1,100
VGVhY2hlci01NjE4ODg=,561888,Jean,Applonie,Music,Brigham Young University,4.8,2.3,75,88.2353
VGVhY2hlci0xOTY1OTU4,1965958,Andrew,Watson,Communication,Brigham Young University,4.7,2.4,16,100
VGVhY2hlci0yMTc1MzQy,2175342,Bethany,Beyer,Portuguese,Brigham Young University,3.1,2.8,12,41.6667
VGVhY2hlci0yMjE3Mzk5,2217399,David,Delbar,Humanities,Brigham Young University,4.3,3.8,4,75
VGVhY2hlci01MDQwNzg=,504078,Neil,York,History,Brigham Young University,3.2,3.9,49,38.8889
VGVhY2hlci0xMjE1Mjc3,1215277,Nancy,Tarawhiti,Linguistics,Brigham Young University,3.7,2.6,7,100
VGVhY2hlci0yNDk5Mzk2,2499396,Richard,Shapiro,Animal Science,Brigham Young University,3,4,1,0
VGVhY2hlci0yMzkwNjM3,2390637,Hannah,Lindsey,Psychology,Brigham Young University,3.7,3,3,66.6667
VGVhY2hlci02NDE3Njk=,641769,Ray,Smith,Music,Brigham Young University,4.4,1.8,4,0
VGVhY2hlci0xNTM3MTUx,1537151,Sarah,Ridge,Exercise Science,Brigham Young University,3,2.5,11,0
VGVhY2hlci0xODYzMjYz,1863263,David,Bierman,Physical Sciences,Brigham Young University,4.2,1.7,75,87.5
VGVhY2hlci0zMjAwODU=,320085,Reinhard,Franz,Mathematics,Brigham Young University,4,2.8,25,50
VGVhY2hlci0yMTE2NTYw,2116560,Amber,Collins,Student Services,Brigham Young University,3.9,1.6,16,86.6667
VGVhY2hlci0yNDk4MjI1,2498225,Forrest,Cook,Military Science,Brigham Young University,5,2,1,100
VGVhY2hlci0yNDAyNTc4,2402578,Diana,Zirker,Exercise Science,Brigham Young University,4,3.2,6,83.3333
VGVhY2hlci0yMDUzMTky,2053192,Benjamin ,Ralph,Dance,Brigham Young University,4.8,2,6,100
VGVhY2hlci04NzgwMTI=,878012,Rick,Fish,History,Brigham Young University,3.5,3.2,39,63.6364
VGVhY2hlci00ODU4ODg=,485888,Laila,Lamani,Languages,Brigham Young University,4.9,3.6,5,100
VGVhY2hlci0xNjUzODk0,1653894,Jeffrey,Windsor,English,Brigham Young University,3.8,2.3,33,69.2308
VGVhY2hlci0xMTIxNDIx,1121421,Ann,Hardman,Family & Consumer Science,Brigham Young University,2.6,2.5,24,71.4286
VGVhY2hlci00NzUzMTk=,475319,Johanne,Hillam,Languages,Brigham Young University,2.8,2,14,50
VGVhY2hlci0xNTQ5NDA2,1549406,Linda,Christensen,Business,Brigham Young University,3.4,3.4,15,66.6667
VGVhY2hlci0xNzczNDc4,1773478,Tara,Boyce,Writing,Brigham Young University,4.5,3.3,47,93.3333
VGVhY2hlci0yMzk2NjMx,2396631,Michael,Shields,Business,Brigham Young University,4.2,3,5,80
VGVhY2hlci05MzIzNzc=,932377,Douglas,Witt,Business,Brigham Young University,3,2.3,52,61.1111
VGVhY2hlci0xMjM5MTQ3,1239147,John,Kauwe,Biology,Brigham Young University,4.3,2.7,45,87.5
VGVhY2hlci03NTUzNjg=,755368,Scott,Hendrickson,Mathematics,Brigham Young University,4.6,2.6,24,88.8889
VGVhY2hlci01MzQ4NjQ=,534864,Daniel,Muhlestein,English,Brigham Young University,4.2,3.9,31,80
VGVhY2hlci0yNDg1MjU2,2485256,Kim,Underwood,Music,Brigham Young University,4,2,1,100
VGVhY2hlci0xMTcxMTc3,1171177,Rustin,Vankatwyk,Dance,Brigham Young University,3.8,2.3,6,0
VGVhY2hlci0yMjAzNTE2,2203516,Greg,Thompson,Spanish,Brigham Young University,5,3,3,100
VGVhY2hlci0xODExNTg2,1811586,Brinton,Wilkins,Communication,Brigham Young University,4.3,3,4,100
VGVhY2hlci04MzE2Mzg=,831638,John,Lawson,Statistics,Brigham Young University,2.4,3.5,28,15.3846
VGVhY2hlci0xMDU5MDk1,1059095,Rosemary,Thackeray,Health Science,Brigham Young University,2.4,4,16,25
VGVhY2hlci0xMzQ5NzU3,1349757,William,Zundel,Microbiology,Brigham Young University,3.3,3,2,100
VGVhY2hlci0yNDk1Mg==,24952,Bart J.,Kowallis,Science,Brigham Young University,4.2,2.3,57,80
VGVhY2hlci0yMzM1Mjkz,2335293,Stefan,Bradley,Swedish,Brigham Young University,5,2.6,7,100
VGVhY2hlci0yNDAxNTU3,2401557,Heather,Jefferies,Dance,Brigham Young University,5,3,1,100
VGVhY2hlci04MzQ0Njc=,834467,Eric,Hintz,Physics,Brigham Young University,4,2.9,25,50
VGVhY2hlci0xMjM3NDE2,1237416,Dan,Dewey,Linguistics,Brigham Young University,3.5,2.1,8,66.6667
VGVhY2hlci0yMDgzMTIx,2083121,Clay,Parker,Korean,Brigham Young University,5,2.7,3,100
VGVhY2hlci0yNDgyMTg1,2482185,Holly,Madsen,Student Life,Brigham Young University,5,1,1,100
VGVhY2hlci0yMjY4NTQ1,2268545,Dallas,Smith,Mathematics,Brigham Young University,4.3,3.6,11,90.9091
VGVhY2hlci0yNDgxNjYx,2481661,Kristen,Ray,Communication,Brigham Young University,2,3,1,0
VGVhY2hlci0yMTgyODE1,2182815,Kempton,Cox,Spanish,Brigham Young University,4.8,2.2,26,96.1538
VGVhY2hlci0xODQ1NjY4,1845668,Jason,Purdie,Theatre & Media Arts,Brigham Young University,3.5,2.2,4,100
VGVhY2hlci0xNjk3Njkw,1697690,Chia-Chi,Teng,Information Technology,Brigham Young University,3.5,2.9,7,100
VGVhY2hlci0yMDA3NDc1,2007475,Russel,Havens,Information Technology,Brigham Young University,4.8,3,2,100
VGVhY2hlci0yNDc1MDA1,2475005,Shaun,Fulton,Exercise & Sport Science,Brigham Young University,4,1,1,100
VGVhY2hlci0xMzIyODg4,1322888,Stacy,Clark,Mathematics,Brigham Young University,3,3.8,4,0
VGVhY2hlci0yNDMzNDM3,2433437,Sergio,Hernandez,Physiology,Brigham Young University,3.3,1,3,66.6667
VGVhY2hlci0yMzIzOTk5,2323999,Rebecca,Sorge,Art,Brigham Young University,4.3,2.7,3,100
VGVhY2hlci0yNDQyMDQz,2442043,Autumn,Gardner,Dance,Brigham Young University,4.7,2.7,3,100
VGVhY2hlci0yMjE5OTk2,2219996,Joseph,Nugent,Dance,Brigham Young University,4.8,2.1,8,100
VGVhY2hlci0yNDc3OTc1,2477975,John,Graham,Dance,Brigham Young University,5,1,1,100
VGVhY2hlci0yNDc3ODA0,2477804,Madison,Blood,Recreation,Brigham Young University,5,1,1,100
VGVhY2hlci0yNDc3NjM2,2477636,Traci,Longmore,Religion,Brigham Young University,5,2,1,100
VGVhY2hlci0yNDE4OTE=,241891,George,Nelson,Theater,Brigham Young University,4.1,2.7,29,0
VGVhY2hlci00OTQ5MjM=,494923,Michael,Buxton,Religion,Brigham Young University,3,1.8,16,0
VGVhY2hlci0yNDc1OTE2,2475916,Joel,Temple,Foreign Languages,Brigham Young University,5,3,1,100
VGVhY2hlci0yMTg3NTY5,2187569,Deirdre,Scharffs,Art,Brigham Young University,4.7,2.4,8,100
VGVhY2hlci0yMjkyOTM1,2292935,Sheri,Tesseyman,Nursing,Brigham Young University,4,1.4,5,80
VGVhY2hlci0yNDE1NDcz,2415473,Denise,Abbott,Health & Physical Education,Brigham Young University,4,2,1,100
VGVhY2hlci0yMDk4NDY2,2098466,Brenda,Barrett,Visual Arts,Brigham Young University,5,2,2,100
VGVhY2hlci0yNDUzMTE3,2453117,Cassidy,Hitchcock,Student Life,Brigham Young University,5,1,1,100
VGVhY2hlci0yNDQ2MzEz,2446313,Nicole,Hawkins,Visual Arts,Brigham Young University,3,2,1,100
VGVhY2hlci0yMTgxNDMx,2181431,Gerrad,Martin,Religion,Brigham Young University,4.9,1.6,12,100
VGVhY2hlci0yNDA5NzQ4,2409748,Ryan,Baldwin,Classical Studies,Brigham Young University,5,3.5,2,100
VGVhY2hlci0yNDQ2ODAz,2446803,Jared,Croft,Physical Education,Brigham Young University,5,1,2,100
VGVhY2hlci0xMTQ5NTU3,1149557,Ben,Salazar,Psychology,Brigham Young University,3.8,2.3,7,80
VGVhY2hlci0yNDczOTI5,2473929,Joseph,Adams,Mathematics,Brigham Young University,4,3,1,100
VGVhY2hlci0xMjg2MDEw,1286010,Steven,Thorley,Finance,Brigham Young University,4.8,3.6,15,100
VGVhY2hlci0xMDg0OTcy,1084972,Phillip,Windley,Computer Science,Brigham Young University,3.7,2.4,9,66.6667
VGVhY2hlci02MDcyMw==,60723,Anna,Chaparro,Languages,Brigham Young University,3.2,2.5,50,62.5
VGVhY2hlci0xOTA4ODEz,1908813,Monica,Phillips,Religion,Brigham Young University,2.7,3.5,7,33.3333
VGVhY2hlci0yMzkzNzE5,2393719,Spencer,Golden,Health & Physical Education,Brigham Young University,5,1,2,100
VGVhY2hlci0yNDU2NjI5,2456629,Ben,Murphy,Scandinavian,Brigham Young University,5,3,2,100
VGVhY2hlci0yNDczMzM0,2473334,Lauren,Passey,Student Life,Brigham Young University,5,1,1,100
VGVhY2hlci0xOTY0MzUz,1964353,Scott,Porter,English,Brigham Young University,4.7,2.5,16,100
VGVhY2hlci0yMzY1MzU=,236535,James,Faulconer,Philosophy,Brigham Young University,4.3,3.5,22,83.3333
VGVhY2hlci0yNzkyODc=,279287,Tom,Morris,Geology,Brigham Young University,3.7,3.2,15,33.3333
VGVhY2hlci03NzI1ODU=,772585,Bryan,Morse,Computer Science,Brigham Young University,4.8,2.7,14,100
VGVhY2hlci0yNDE2NjU4,2416658,Jacob,Shumway,Writing,Brigham Young University,4.8,3.3,4,75
VGVhY2hlci0yNDcwMTYy,2470162,Elmer,Van Beek,Mechanical Engineering,Brigham Young University,5,3,1,100
VGVhY2hlci0yNDY5OTI0,2469924,Allen,Kendall,Classical Studies,Brigham Young University,5,3,1,100
VGVhY2hlci0yNDAyMzg1,2402385,Craig,Nuttall,Nursing,Brigham Young University,5,4,1,100
VGVhY2hlci0yMjM2ODgz,2236883,Tim,Krumwiede,Mathematics,Brigham Young University,4,3.5,36,83.3333
VGVhY2hlci0yNjE0MjE=,261421,Richard,Duerden,English,Brigham Young University,4.4,3.4,25,100
VGVhY2hlci04NzQwNDg=,874048,Carol,Lynch Williams,English,Brigham Young University,4,3.1,10,60
VGVhY2hlci0xODQ1NzUz,1845753,Kent,Hunter,Religion,Brigham Young University,4,1.3,44,66.6667
VGVhY2hlci05NDAwNTg=,940058,Wayne,Anderson,Physical Sciences,Brigham Young University,3,3.3,33,100
VGVhY2hlci0yNDY2NTU4,2466558,Daniel,Clegg,French & Italian,Brigham Young University,4,1,1,100
VGVhY2hlci0xODgwOTUy,1880952,Karen,Delacruz,Nursing,Brigham Young University,5,2.7,6,100
VGVhY2hlci0xMDg3NjMw,1087630,Sheri,Palmer,Nursing,Brigham Young University,2.5,3.4,5,50
VGVhY2hlci0xNzI4NDA3,1728407,Barbara,Heise,Nursing,Brigham Young University,4.5,1.5,2,100
VGVhY2hlci0xNDIwOTEw,1420910,Bonnie,Brinton,Communication Disorders,Brigham Young University,4.3,2.9,45,83.3333
VGVhY2hlci0yNDYyOTY5,2462969,Katherine,Hunter,Dance,Brigham Young University,5,3.6,5,100
VGVhY2hlci0yMDQyNTIy,2042522,Jeff,Beatty,Linguistics,Brigham Young University,3,4,2,50
VGVhY2hlci00MjkzODc=,429387,Lawrence,Rees,Physics,Brigham Young University,3.1,3.2,84,34.6154
VGVhY2hlci0xMjAwODA=,120080,April,Clayton,Music,Brigham Young University,4.4,2.6,5,100
VGVhY2hlci0yMzAyNjY=,230266,Scott,Woodfield,Computer Science,Brigham Young University,2.8,2.8,50,21.4286
VGVhY2hlci05NDQ1NjI=,944562,Lori Lee,Wadsworth,Business,Brigham Young University,4.7,1.8,9,100
VGVhY2hlci0yNTY2MzM=,256633,Harold,Stokes,Physics,Brigham Young University,3.8,3,75,50
VGVhY2hlci03NjQ4OTE=,764891,Paul,Lowry,Information Systems,Brigham Young University,2.5,3.8,12,0
VGVhY2hlci0yMDMyNjU2,2032656,Robin,Huddleston,Physical Education,Brigham Young University,5,1,4,100
VGVhY2hlci05NTc0NjE=,957461,Eric,Christiansen,Geology,Brigham Young University,4.3,3.1,9,100
VGVhY2hlci0yMzQ5MDc1,2349075,Karen,Christensen,Student Services,Brigham Young University,3.3,2.3,3,33.3333
VGVhY2hlci01ODg1ODM=,588583,Masakazu,Watabe,Japanese,Brigham Young University,4.9,2.9,18,100
VGVhY2hlci0yNDU1ODI5,2455829,Keith,Leatham,Religion,Brigham Young University,2,1,1,0
VGVhY2hlci0zODc4Njk=,387869,Douglas,Dean,Business,Brigham Young University,3.7,3.3,37,61.1111
VGVhY2hlci0xOTk5OTg1,1999985,Benjamin,Everett,Exercise  Sport Science,Brigham Young University,4.9,1.5,13,100
VGVhY2hlci0yMzc5OTAw,2379900,Matthew,Bird,Arabic,Brigham Young University,5,4.5,2,100
VGVhY2hlci01MzQwMjA=,534020,Tera,Duncan,Social Science,Brigham Young University,2.3,2.5,8,16.6667
VGVhY2hlci0yNjI0Mzc=,262437,Kendall,Brown,History,Brigham Young University,3.6,2.8,56,38.4615
VGVhY2hlci0xMDQ2NDYz,1046463,Mabel,De Blas Williams,Spanish,Brigham Young University,4.4,2,23,87.5
VGVhY2hlci0xMjA3MzU0,1207354,Rebecca,Crawford,University Studies,Brigham Young University,2.6,1,5,0
VGVhY2hlci0yMTE0MTM5,2114139,Brett,Campbell,Psychology,Brigham Young University,3.4,2.7,4,100
VGVhY2hlci0yNDM3MjYw,2437260,Heather,Randall,Writing,Brigham Young University,4.7,3.7,3,100
VGVhY2hlci0zODQ5OTM=,384993,Kevin,Seppi,Computer Science,Brigham Young University,3.6,2.9,39,57.1429
VGVhY2hlci0yNDUzMzc0,2453374,Dale,Eggett,Linguistics,Brigham Young University,2,1,1,0
VGVhY2hlci0yNDUzMTc5,2453179,Brendan,Lund,Spanish,Brigham Young University,5,2,1,100
VGVhY2hlci0yNDIyMjY2,2422266,Ariel,Hubbard,Women's Studies,Brigham Young University,4,3,1,100
VGVhY2hlci05MTM4NjI=,913862,Mike,Child,Portuguese,Brigham Young University,4.7,2.8,9,80
VGVhY2hlci0yMjA0ODA0,2204804,Elisa,Pulido,Religion,Brigham Young University,5,1.5,2,100
VGVhY2hlci01MjkwOTQ=,529094,Doran,Wilde,Engineering,Brigham Young University,3.5,3.4,31,87.5
VGVhY2hlci0xODY1Mzkz,1865393,Hooshang,Farahnakian,Foreign Languages,Brigham Young University,4.5,1,5,100
VGVhY2hlci0yMDk2MTgx,2096181,Brent,Rogers,History,Brigham Young University,4.8,2.3,4,100
VGVhY2hlci0xMjgwODUw,1280850,Emily,Castleton,Music,Brigham Young University,4.2,2.7,3,100
VGVhY2hlci0zOTEwNzE=,391071,V Stanley,Benfell,English,Brigham Young University,4,3.6,25,100
VGVhY2hlci0yNDUyNDgz,2452483,Spencer,Belnap,Dance,Brigham Young University,4,3,1,100
VGVhY2hlci0yMjUzNzAx,2253701,Katie,Laird,Writing,Brigham Young University,4,3.5,4,75
VGVhY2hlci0yMjEyNTk1,2212595,William,Guajardo,Writing,Brigham Young University,3.5,3,6,66.6667
VGVhY2hlci0yNDUxNTcx,2451571,Fernando,Lourenco Rodrigues,Music,Brigham Young University,5,1,1,100
VGVhY2hlci0yMTgyMzgw,2182380,Erika,Hansen,Nutrition  Food Science,Brigham Young University,4.5,3,4,100
VGVhY2hlci01MTU1ODQ=,515584,Karen,MacFarlane,Languages,Brigham Young University,4.5,3,17,100
VGVhY2hlci0yMjEwNDIw,2210420,Natalia,Riboldi,Student Life,Brigham Young University,4.7,1.1,9,100
VGVhY2hlci0xOTMzMzA0,1933304,Alonzo,Cook,Chemical Engineering,Brigham Young University,3.8,2.8,5,66.6667
VGVhY2hlci04MTg3Mjk=,818729,Bryan,Peterson,Physics,Brigham Young University,3.9,2.2,13,66.6667
VGVhY2hlci0yNDQ5NjUz,2449653,Matthew,Calderon,Music,Brigham Young University,4,2,1,100
VGVhY2hlci0yMzYwODAy,2360802,Niki,Covington,Art,Brigham Young University,3,3,1,100
VGVhY2hlci0xNjUzNzEw,1653710,Geraldine,Clements,Hebrew,Brigham Young University,4.9,2,6,100
VGVhY2hlci0xNjQ5MTY1,1649165,Janice,Gordon,Molecular Biosciences,Brigham Young University,4.7,2.5,4,100
VGVhY2hlci0yMzkxOTIz,2391923,Maryn,Abunuwara,Writing,Brigham Young University,4.7,3,3,100
VGVhY2hlci0xNTM3MTgx,1537181,Gail,King,Asian Studies,Brigham Young University,3.6,1.5,6,50
VGVhY2hlci0yMTY4NTAz,2168503,Alaska,Black Hults,Education,Brigham Young University,3,3.5,11,45.4545
VGVhY2hlci0yMjQ5MjE2,2249216,Helen,Hastings Russon,Family Studies,Brigham Young University,4.2,2.7,6,66.6667
VGVhY2hlci0yMzA4MjE2,2308216,Amy,Ross,Mathematics,Brigham Young University,5,3.4,5,100
VGVhY2hlci0yMzA4NDM5,2308439,Joseph,Fisher,English,Brigham Young University,5,2.5,2,100
VGVhY2hlci0yNTc4Mjg=,257828,Val,Hawks,Engineering,Brigham Young University,2.7,3.4,20,16.6667
VGVhY2hlci0xNzQyNTE2,1742516,Charne,Adams,Languages,Brigham Young University,5,2,4,100
VGVhY2hlci0yMzk1NTQx,2395541,Tyler,Folkman,Economics,Brigham Young University,4.5,2.5,2,100
VGVhY2hlci0xMjY4OTY0,1268964,David,Kirkham,Political Science,Brigham Young University,4.3,3.5,19,100
VGVhY2hlci01MDY3MQ==,50671,Charles,Knutson,Computer Science,Brigham Young University,4.3,2.1,16,100
VGVhY2hlci0yMzAzMTc4,2303178,John,Holbein,Political Science,Brigham Young University,4,4.3,3,33.3333
VGVhY2hlci0yMjUwNTY5,2250569,Timothy,Price,Computer Science,Brigham Young University,5,3.3,3,100
VGVhY2hlci00NzQyNjU=,474265,Chantal,Thompson,French,Brigham Young University,3.8,4.2,50,83.3333
VGVhY2hlci01OTMzNzQ=,593374,Jennifer,Bown,Russian,Brigham Young University,4.4,2.4,19,100
VGVhY2hlci0yNDQzMzAy,2443302,John,Martin,Classics,Brigham Young University,4,2,1,100
VGVhY2hlci0yNDQzMjU0,2443254,Andrew,Garner,Student Life,Brigham Young University,5,1,1,100
